E. type,el. size/image,Crack ratio,Rebar ratio,Spall ratio,Damage state
1,0.011379726080246913,0.015001907022079078,0.0,0.15014620502606263,3
1,0.014533179012345679,0.00793071409609769,0.0,0.2112755508362092,3
1,0.020877700617283952,0.0,0.0,0.009193384459022453,2
2,0.003921199845679012,0.0,0.0,0.0,2
2,0.004302662037037037,0.0,0.0,0.0003362474781439139,2
2,0.0030102237654320986,0.0,0.0,0.0,2
2,0.003806905864197531,0.0,0.0,0.0,2
2,0.002334104938271605,0.0,0.0,0.0,2
2,0.0028038194444444443,0.0,0.0,0.0010319917440660474,2
2,0.0023331404320987652,0.0,0.0,0.0,3
2,0.0030111882716049383,0.0,0.0,0.0004804612427930814,2
2,0.003918306327160494,0.0,0.0,0.0,2
2,0.004303626543209877,0.0,0.0,0.0,2
2,0.00380883487654321,0.0,0.0,0.0,2
2,0.002804783950617284,0.0,0.0,0.0,2
2,0.002802854938271605,0.0,0.0,0.0,3
2,0.0023331404320987652,0.0,0.0,0.0,3
2,0.003806905864197531,0.0,0.0,0.0,2
2,0.003015528549382716,0.0,0.0,0.0,3
2,0.004302662037037037,0.0,0.0,0.0,3
2,0.003918788580246913,0.0,0.0,0.0,3
2,0.002802372685185185,0.0,0.0,0.0,2
2,0.002322048611111111,0.0,0.0,0.0,3
3,0.009932484567901235,0.0,0.0,0.0003884249368809478,2
3,0.01257523148148148,0.0,0.0,0.0,3
3,0.012192322530864198,0.0,0.0,0.005735305751127284,2
3,0.016925154320987654,0.0,0.0,0.0032482334169136083,3
3,0.015625,6.17283950617284e-05,0.0,0.00018518518518518518,3
3,0.018229166666666668,0.0,0.0,0.0033333333333333335,2
3,0.0484375,0.0,0.0,0.008412982875348467,3
3,0.020833333333333332,0.0,0.0,0.01375,3
1,0.0029750192901234567,0.0,0.0,0.003566218187712757,3
1,0.017854456018518518,0.015260783837074252,0.0,0.1591983361694082,3
1,0.007752218364197531,0.04447900466562986,0.0,0.24864696734059097,3
1,0.02402536651234568,0.040325980047772936,0.0,0.1892852124691383,3
1,0.007404513888888889,0.0,0.0,0.037710042985541224,3
1,0.06417293595679012,0.03202849649429995,0.0,0.08525652105298755,3
1,0.05009886188271605,0.020772970111180632,0.0,0.14101169562496993,3
1,0.0032282021604938273,0.0,0.0,0.003884075291305647,2
1,0.05014998070987654,0.00015385946860786028,0.0,0.005173524631939303,2
1,0.0642308063271605,0.02070741577757923,0.0,0.09361884239689464,3
1,0.04295380015432099,0.0009879980689128653,0.0,0.007937666303652224,2
1,0.05071614583333333,0.019379070983692293,0.0,0.0875956829743736,3
2,0.015756172839506172,0.0,0.0,0.0039789422135161606,3
2,0.012685667438271604,0.0023949819425964644,0.0,0.0043717924348983086,3
2,0.011942033179012346,0.0,0.0,0.0,3
2,0.014849054783950617,0.0,0.0,0.0018187132603682894,3
2,0.012586323302469136,0.0,0.0,0.0,3
2,0.015633680555555557,0.0,0.0,0.0,3
3,0.05274209104938272,0.0,0.0,0.013276521039445531,3
3,0.04559702932098766,0.0,0.0,0.01673188789000529,2
1,0.003576388888888889,0.0,0.0,0.0,2
1,0.09233265817901234,0.0001305748951483592,0.0,0.0,2
1,0.08470293209876543,0.017849009337280803,0.0,0.009843999089045775,3
2,0.02152488425925926,0.0,0.0,0.010798942510194023,3
2,0.0030999228395061727,0.0,0.0,0.0,3
3,0.006592399691358024,0.0,0.0,0.0,2
3,0.009177276234567901,0.0,0.0,0.013820283762480295,3
3,0.005197241512345679,0.0,0.0,0.0,3
3,0.0072265625,0.0,0.0,0.0,3
3,0.010804880401234567,0.0,0.0,0.0,3
3,0.05764274691358025,0.0,0.0,0.00469346094638913,3
1,0.010050636574074075,0.0,0.0,0.14701789741375174,3
1,0.03189573688271605,3.023934441101317e-05,0.0,0.07612754955472566,3
1,0.03197482638888889,0.00018098728564318358,0.0,0.14916368791759047,3
1,0.030973186728395063,0.0,0.0,0.2710740198673434,3
1,0.029419849537037038,0.007540365543807884,0.0,0.13949676256044585,3
1,0.019848572530864198,0.0,0.0,0.14993439914475923,3
1,0.019880401234567902,0.0,0.0,0.14353289346012033,3
1,0.029443479938271604,0.0,0.0,0.2104694205129885,3
1,0.030986207561728395,0.0,0.0,0.16151775014396216,3
1,0.03201919367283951,0.0,0.0,0.15376157843211086,3
1,0.031927083333333335,0.0029001268805510243,0.0,0.14487040058002537,3
1,0.010050636574074075,0.0,0.0,0.1506165731010988,3
1,0.007856867283950617,0.004296587282101645,0.001718634912840658,0.18892708077584092,3
1,0.027046682098765432,0.06470651166107981,0.0,0.5737286926752728,4
1,0.02738329475308642,0.0003522242964319679,0.0,0.11644535240040858,3
1,0.02683256172839506,0.02239396117900791,0.0,0.5604601006470166,4
1,0.025823206018518518,7.470073019963771e-05,0.0,0.12712196761723346,3
1,0.018028067129629628,0.0004280020330096568,0.0,0.22199930449669636,3
2,0.00671875,0.0,0.0,0.02878265862761987,4
2,0.006677276234567901,0.0,0.0,0.0,3
2,0.0064916087962962965,0.0,0.0,0.00022286605749944285,2
2,0.006238425925925926,0.0,0.0,0.0,3
2,0.004638310185185185,0.0,0.0,0.016323559991682262,3
2,0.004867380401234568,0.0,0.0,0.012384821163182404,3
2,0.006587577160493827,0.0,0.0,0.004026354319180088,4
2,0.006827739197530864,0.0,0.0,0.025144794462494704,4
2,0.006987364969135802,0.0,0.0,0.00842018082683415,3
2,0.007081404320987654,0.0,0.0,0.015186597657314083,3
3,0.03197868441358025,0.0,0.0,0.009485605706443878,3
3,0.029111689814814816,0.0,0.0006294934234502866,0.043054037040718286,3
3,0.02703125,0.0,0.0,0.01075786769428388,3
3,0.029272762345679014,0.0,0.0,0.015370675453047777,3
3,0.030767746913580248,0.0,0.0,0.00829153605015674,2
1,0.03631896219135802,0.0,0.0,0.0,2
1,0.030715663580246914,0.0,0.0,0.005086981096527036,2
1,0.02363570601851852,0.0,0.0,0.018404031747974944,2
1,0.018739872685185184,0.001492575722483852,0.0,0.01026789160812167,2
1,0.018662712191358025,0.0,0.0,0.005271454042740122,2
1,0.023842592592592592,0.0,0.0,0.003762135922330097,2
1,0.0422632137345679,0.0,0.0,0.0,1
1,0.06294029706790123,1.5324143955008312e-05,0.0,0.013944970999057565,2
2,0.003033371913580247,0.0,0.0,0.0,2
2,0.009773823302469136,0.0,0.0,0.0,2
2,0.008664158950617284,0.0,0.0,0.0,2
2,0.004887635030864198,0.0,0.0,0.0,2
2,0.0030126350308641975,0.0,0.0,0.0,2
2,0.0030232445987654322,0.0,0.0,0.0,1
2,0.004872202932098765,0.0,0.0,0.0,2
2,0.008609664351851851,0.0,0.0,0.0,1
2,0.009993730709876544,0.0,0.0,0.0,2
3,0.008585069444444444,0.0,0.0,0.0,1
3,0.012143132716049382,0.0,0.0,0.0,2
3,0.01836323302469136,0.0,0.0,0.0,2
3,0.03058931327160494,0.0,0.0,0.0,1
1,0.014517746913580248,0.0,0.0,0.0,2
1,0.0031780478395061727,0.00819423368740516,0.0,0.4834597875569044,3
1,0.008099440586419752,0.004584697826734147,0.0,0.0,3
1,0.02183931327160494,0.0,0.0,0.011990460628008657,3
1,0.011141975308641975,0.0,0.0,0.0,3
1,0.06927131558641976,0.0002993574258046101,2.7847202400428848e-05,0.0048175660152741905,2
1,0.1684206211419753,0.0005583600821218828,0.0,0.006517064343125155,2
1,0.010185185185185186,0.0,0.0,0.00023674242424242425,3
1,0.034899209104938274,0.0043113573866541376,0.0,0.04602926748379786,3
1,0.03596354166666667,0.000724112961622013,0.0,0.020234934427548475,2
1,0.012042824074074074,0.0007208073041806823,0.0,0.0,2
2,0.032903645833333335,0.0,0.0,0.0,2
2,0.011763599537037038,0.0,0.0,0.0,3
2,0.018920717592592593,0.0,0.0,0.0,2
2,0.006337287808641975,0.0,0.0,0.0,3
2,0.00623022762345679,0.0,0.0,0.0,3
2,0.01870997299382716,0.0,0.0,0.008093409284223007,3
2,0.011557195216049383,0.0,0.0,0.0,3
2,0.032507233796296296,0.0,0.0,0.0,2
3,0.02345389660493827,0.0014393222848213185,0.0,0.016490521034667107,3
3,0.08833670910493827,0.00037668895864610344,0.00031663709567353624,0.005328238023747782,2
3,0.11751109182098765,0.0,0.0,1.6415576740769317e-05,2
3,0.06614728009259259,0.005431493915997754,0.0,0.009550680577123568,3
3,0.05057146990740741,0.000724741334096219,5.721642111285939e-05,0.00755256758689744,3
1,0.0020052083333333332,0.0,0.0,0.30663780663780665,3
1,0.0020871913580246915,0.0,0.0,0.20078558225508317,3
1,0.0022236689814814814,0.0,0.0,0.31793537193667315,3
1,0.005344810956790124,0.0,0.0,0.15383921320941985,3
1,0.006148726851851852,0.0,0.0,0.21945098039215685,3
1,0.006807002314814815,0.0,0.0,0.23712362734679418,3
1,0.017081886574074074,0.0,0.0,0.0999971768160131,3
1,0.015570023148148149,0.0,0.0,0.13104751285386854,3
1,0.014191743827160494,0.0,0.0,0.2632866657605002,3
1,0.01298514660493827,0.0017455247715962266,0.0,0.5415954839188888,4
1,0.011976755401234569,4.02657539762432e-05,0.0,0.1893698409502718,3
1,0.010977527006172839,0.0,0.0,0.08513816280806571,3
1,0.010071855709876544,0.0011491501077328227,0.0,0.15882212113957386,3
1,0.01708912037037037,0.0,0.0,0.09326673439440117,3
1,0.015570505401234568,0.001084027627218385,0.0,0.1143804007804999,3
1,0.014189814814814815,0.0022090810222947254,0.0,0.23664355628058728,3
1,0.012986593364197531,0.0,0.0,0.14088900441902782,3
1,0.01197386188271605,0.0,0.0,0.17052640057996699,3
1,0.010980420524691357,0.06956827265141201,0.0,0.5926918178224779,4
1,0.010070408950617284,0.0,0.0,0.1965807872809118,3
1,0.010073784722222222,0.00315955766192733,0.0,0.124706783474556,3
1,0.010975597993827161,0.0,0.0,0.14064765587240213,3
1,0.011971450617283951,0.0,0.0,0.11364002578150177,3
1,0.01298514660493827,0.0,0.0,0.2235014484141722,3
1,0.014189332561728395,0.0,0.0,0.10138327159025252,3
1,0.015562789351851852,0.0,0.0,0.13801865451953765,3
1,0.01708429783950617,0.0,0.0,0.11059673685993338,3
2,0.003503568672839506,0.0,0.0,0.0038540949759119066,2
2,0.003191550925925926,0.0,0.0,0.0024176488365064974,3
2,0.002914255401234568,0.0,0.0,0.004302498758894589,3
2,0.0026697530864197533,0.0,0.0,0.000541907514450867,3
2,0.002447916666666667,0.0,0.0,0.001970055161544523,3
2,0.0022516396604938273,0.0,0.0,0.0,3
